image_id,qr_index,x0,y0,x1,y1,x2,y2,x3,y3,content
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,0,134,343,204,343,204,434,134,434,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,1,212,313,281,313,281,399,212,399,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,2,238,402,312,402,312,499,238,499,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,3,157,438,232,438,232,540,157,540,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,4,285,287,352,287,352,366,285,366,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,5,315,372,386,372,386,460,315,460,
v2VCard-BasicWikipedia_png_jpg.rf.0518f90d0bcfe70a5d2806c3ab045d22,0,18,17,623,17,623,625,18,625,
curvedimage002_png_jpg.rf.051391ee5b5ad9611c8cc6ce47dd70a5,0,284,231,421,231,421,506,284,506,
pathologicalimage018_png_jpg.rf.0b75037765a4ac2e496b0c47480f83d2,0,48,48,600,48,600,597,48,597,
5333302839_jpg.rf.05cd0205056b1174b1207e793ddc07b7,0,75,70,152,70,152,174,75,174,
IMG_20220601_163158_jpg.rf.0662aaf63947b59e060cd8fc86e27eff,0,347,259,375,259,375,290,347,290,
3518681490_jpg.rf.07608a49d6c4d47e78902fc342257d57,0,272,247,355,247,355,386,272,386,
3950841244_jpg.rf.07e088834d13d199fe2980656f4ceec8,0,418,324,466,324,466,437,418,437,
nominalimage005_jpg.rf.0ba726665cc30b7c45205f226de3c798,0,244,69,520,69,520,570,244,570,
monitorimage001_jpg.rf.09f0849c68dfc76342631366a712225e,0,62,155,586,155,586,595,62,595,
2595337520_jpg.rf.0a69f7593fdb8c5e36010f5790288061,0,150,251,223,251,223,353,150,353,
5164857092_jpg.rf.0ae8d2f7d8826455fc2188d15f7460ca,0,32,292,52,292,52,338,32,338,
5240560535_jpg.rf.056d99d3609f86f1fd3078ba8d43e8e4,0,475,532,540,532,540,582,475,582,
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,0,147,258,327,258,327,398,147,398,
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,1,397,377,509,377,509,465,397,465,
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,2,443,264,546,264,546,349,443,349,
glareimage019_jpg.rf.0b108cf498358a7ad4c93726d39f28b7,0,118,235,493,235,493,508,118,508,
2973699715_jpg.rf.0a21c2b1ec67852ed9ef548954c15cac,0,518,64,568,64,568,152,518,152,
1168_U7CcC7U2C_jpg.rf.0bdc29dd96d55ead3903d6bb421c84df,0,227,301,413,301,413,476,227,476,
5089690982_jpg.rf.05a364b6eecbd093d33b58bb43be4013,0,89,547,144,547,144,588,89,588,
2593483966_jpg.rf.0b492d7bb148a346421981607542d18f,0,142,364,442,364,442,608,142,608,
monitorimage015_jpg.rf.0a2ae6fa215ede603997b733b6a65822,0,63,51,577,51,577,554,63,554,
glareimage025_jpg.rf.0807a9eb3cdba8ce4ab398a868f66cd1,0,81,232,317,232,317,450,81,450,
4905458230_jpg.rf.0c42c405aafa290c119950838834e40f,0,171,391,208,391,208,450,171,450,
blurredimage036_jpg.rf.08ffa1d4468f8aa88e6d35d3330cf372,0,102,90,543,90,543,562,102,562,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,0,429,277,576,277,576,375,429,375,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,1,329,212,447,212,447,287,329,287,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,2,85,311,409,311,409,511,85,511,
perspectiveimage030_jpg.rf.0d235b6d766c26d0356efb5c6fad0c65,0,266,213,346,213,346,408,266,408,
perspectiveimage024_jpg.rf.0e932a5d8c3ca56221d5819521dd9f7c,0,200,179,323,179,323,393,200,393,
4340205893_jpg.rf.0d93acb5204e9592f55d044cfd14e8f1,0,308,468,387,468,387,545,308,545,
4755868280_jpg.rf.0efd7095747a6f81bfd4cd8b62064483,0,375,343,501,343,501,516,375,516,
4969805147_jpg.rf.0e4d578db9e83aac30b085118f91abc6,0,383,251,428,251,428,290,383,290,
monitorimage011_jpg.rf.0ddf72230e58b149bee31c0013ff20d2,0,45,23,602,23,602,609,45,609,
4933303845_jpg.rf.10881c5699a7e7e53443179e34c7afa4,0,502,356,570,356,570,443,502,443,
noncompliantimage008_jpg.rf.115f2e1d60ba58fe2b10cad276f90f35,0,65,65,587,65,587,609,65,609,
5327274374_jpg.rf.11419a455c178bcec20f7fdd4f5ce4a9,0,368,304,421,304,421,348,368,348,
4547847651_jpg.rf.0fdad6705cd321c5f2e1949f5c1d5338,0,432,536,509,536,509,587,432,587,
high_versionimage020_jpg.rf.0e101816eb6a1e94b1d2e3c23eade90c,0,42,31,615,31,615,601,42,601,
2728694652_jpg.rf.0dc9f12c4dfc1773a87ba64667be4b3e,0,199,441,248,441,248,507,199,507,
high_versionimage026_jpg.rf.10cd0419dd3ffa298b76f39b56fc9d03,0,54,15,602,15,602,576,54,576,
high_versionimage003_jpg.rf.119d500255d22c072f08461a0dc07362,0,43,48,608,48,608,562,43,562,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,0,434,189,567,189,567,283,434,283,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,1,385,312,530,312,530,418,385,418,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,2,98,180,332,180,332,356,98,356,
2237317562_jpg.rf.100c94e81b0266bb59e3bd7e2a6fd3e6,0,43,371,69,371,69,393,43,393,
2237317562_jpg.rf.100c94e81b0266bb59e3bd7e2a6fd3e6,1,60,161,210,161,210,292,60,292,
1297_U7SFimW5C_jpg.rf.10996f9a5ff82917ea03715ca30cb186,0,219,295,404,295,404,452,219,452,
0158059823_jpg.rf.11a3d4155939ee8ba295534dbd67bac3,0,265,234,399,234,399,417,265,417,
2644241344_jpg.rf.0cc9569ee36800e082881661ad0076ba,0,520,567,572,567,572,603,520,603,
2860081481_jpg.rf.127b604c6b33fe201df4f140ba613137,0,312,213,415,213,415,351,312,351,
4451626429_jpg.rf.13c99f2d60a43cfadedd48874447ad9a,0,198,288,269,288,269,431,198,431,
IMG_20220529_153644_jpg.rf.0e6ae6943b2596b276ca057e238718a6,0,184,238,203,238,203,247,184,247,
IMG_20220529_153644_jpg.rf.0e6ae6943b2596b276ca057e238718a6,1,511,379,537,379,537,397,511,397,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,0,270,221,414,221,414,343,270,343,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,1,298,376,409,376,409,461,298,461,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,0,19,193,41,193,41,314,19,314,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,1,465,104,541,104,541,220,465,220,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,2,543,98,584,98,584,217,543,217,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,3,48,210,125,210,125,313,48,313,
IMG_20220601_162852_jpg.rf.1202129bf7ef70f23b51b38999ad893a,0,252,314,278,314,278,332,252,332,
4072456545_jpg.rf.138c43f69aa5566a17a052339c9cf0e3,0,167,248,450,248,450,463,167,463,
nominalimage051_jpg.rf.140168310f313f44e55cd2c4cac99692,0,171,254,472,254,472,516,171,516,
3863034429_jpg.rf.14b25dcaebdfb1c06991b828960863ec,0,143,154,429,154,429,522,143,522,
5023713525_jpg.rf.11bb42b4c6ad3a743cd51f4d1006b8af,0,239,35,404,35,404,259,239,259,
5086551262_jpg.rf.16121ed4302ae162089a781f7d99c1b8,0,328,289,349,289,349,307,328,307,
5086551262_jpg.rf.16121ed4302ae162089a781f7d99c1b8,1,332,453,353,453,353,472,332,472,
damagedimage035_jpg.rf.0de9b3bc6a552d920547135dbdfcb643,0,220,153,450,153,450,464,220,464,
4353977850_jpg.rf.1635315a3069ef8adc6c814601d5c9db,0,156,256,455,256,455,373,156,373,
v2Email_png_jpg.rf.161e42529f801777df0e5d66ed52b14f,0,51,54,583,54,583,586,51,586,
3931_W4NMtvViB_jpg.rf.14b80c51eb9c20e12632a73dc3340c35,0,221,180,414,180,414,371,221,371,
2810496945_jpg.rf.14597b64e81557eb6f2fac9a78101429,0,450,447,482,447,482,479,450,479,
2810496945_jpg.rf.14597b64e81557eb6f2fac9a78101429,1,546,414,585,414,585,471,546,471,
2810496945_jpg.rf.14597b64e81557eb6f2fac9a78101429,2,461,553,634,553,634,621,461,621,
pathologicalimage019_png_jpg.rf.12aed4a3cd74446c61f21868dbba7c19,0,44,48,598,48,598,593,44,593,
2961181695_jpg.rf.14a0f65c7f07ed43da61eea61e622a72,0,181,451,246,451,246,543,181,543,
2961181695_jpg.rf.14a0f65c7f07ed43da61eea61e622a72,1,381,450,440,450,440,518,381,518,
perspectiveimage002_jpg.rf.178c71be1e21e8d8604d78d3c5c656d7,0,248,262,376,262,376,439,248,439,
damagedimage020_jpg.rf.166267c3ca6c8d401ff5ed51978abc89,0,94,169,535,169,535,571,94,571,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,0,3,242,214,242,214,462,3,462,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,1,343,448,521,448,521,593,343,593,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,2,423,260,584,260,584,379,423,379,
4890601028_jpg.rf.11e5854e53bd0441575608bad687aa9f,0,154,186,333,186,333,445,154,445,
IMG_20220602_160457_jpg.rf.14a35a9487de298cf53d7520bf1505a0,0,283,159,468,159,468,284,283,284,
1073_U7zz1gn3C_jpg.rf.15642a0606aa60e52bc1b0c7d3605349,0,93,60,570,60,570,494,93,494,
4297035406_jpg.rf.183f84151fc92d0206b56e17d0fedc2a,0,330,282,608,282,608,501,330,501,
IMG_20220602_172106_jpg.rf.18072f4bcbe8197579d69f75d0f1ae48,0,373,346,455,346,455,410,373,410,
3360042676_jpg.rf.1901651c3532115ea3430fc00b1205dd,0,197,242,282,242,282,363,197,363,
3413103472_jpg.rf.147ca16448a2aa327cafe7a3e7f5b9ef,0,308,277,355,277,355,337,308,337,
2502688432_jpg.rf.156935991247f555c48972a39bfa55cc,0,341,91,396,91,396,164,341,164,
2502688432_jpg.rf.156935991247f555c48972a39bfa55cc,1,411,90,468,90,468,166,411,166,
4001018841_jpg.rf.1944855c3fe21a3f2e8ea01d5dead34a,0,147,67,418,67,418,472,147,472,
curvedimage047_jpg.rf.196eb6daa443961efd84f082122db388,0,87,64,558,64,558,523,87,523,
2755677855_jpg.rf.1956164b833d27ec3ca5a18aeaacf0fb,0,339,281,378,281,378,333,339,333,
3973937357_jpg.rf.184e0ac2c3489706ce9357af795647cf,0,412,271,510,271,510,358,412,358,
curvedimage042_jpg.rf.1977718ad196776fad50a9f169dbea99,0,275,332,427,332,427,437,275,437,
1712_U73QTJ2kC_jpg.rf.19841ec55f3aef4e59f8219caa707db5,0,211,295,415,295,415,475,211,475,
nominalimage057_jpg.rf.18b1df0639305aee0aaad33e23c652db,0,70,82,545,82,545,515,70,515,
4406850206_jpg.rf.17e278a2848a74970da73e786226a14b,0,262,208,305,208,305,271,262,271,
4598979686_jpg.rf.1996fbc1657cc30336ecdb9b38934d1d,0,201,71,505,71,505,299,201,299,
3964900069_jpg.rf.8fe5636d1b7a3fd08d624cd2e6f2addb,0,159,191,247,191,247,236,159,236,
3964900069_jpg.rf.8fe5636d1b7a3fd08d624cd2e6f2addb,1,485,36,614,36,614,219,485,219,
nominalimage021_jpg.rf.8f37210d3593c241b3a56c3635373e32,0,359,76,454,76,454,226,359,226,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,0,332,175,421,175,421,240,332,240,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,1,372,90,460,90,460,155,372,155,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,2,130,73,287,73,287,190,130,190,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,0,252,410,270,410,270,423,252,423,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,1,217,411,235,411,235,424,217,424,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,2,232,270,351,270,351,359,232,359,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,3,319,407,336,407,336,420,319,420,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,4,286,408,303,408,303,421,286,421,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,5,353,406,370,406,370,419,353,419,
3256202185_jpg.rf.8ffb3137e6b582c532a25645f0c87de8,0,484,51,542,51,542,80,484,80,
4541365690_jpg.rf.91ad7e2d78b1fa8bc5fbdda15f35bd97,0,369,346,416,346,416,385,369,385,
damagedimage027_jpg.rf.8ff8a9365a5275632c6dff4492a848bb,0,81,142,566,142,566,577,81,577,
4353596623_jpg.rf.905e2c2529764c21e953e6fba918080f,0,37,195,598,195,598,458,37,458,
brightnessimage021_jpg.rf.9128e2973197b70934e1fdc8bb76836d,0,274,255,332,255,332,298,274,298,
brightnessimage021_jpg.rf.9128e2973197b70934e1fdc8bb76836d,1,357,260,388,260,388,283,357,283,
brightnessimage021_jpg.rf.9128e2973197b70934e1fdc8bb76836d,2,349,286,385,286,385,314,349,314,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,0,428,390,563,390,563,493,428,493,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,1,242,403,391,403,391,514,242,514,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,2,237,162,476,162,476,341,237,341,
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,0,130,249,314,249,314,388,130,388,
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,1,388,365,503,365,503,453,388,453,
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,2,433,254,530,254,530,335,433,335,
perspectiveimage006_jpg.rf.928d7aebf0029bc48f138f0cca56893b,0,243,227,353,227,353,400,243,400,
2124956651_jpg.rf.90382de84bbc5de247b7dc2230056505,0,325,441,387,441,387,536,325,536,
4498124087_jpg.rf.92f7fd542c50c9651ef236e8a60704b9,0,243,299,395,299,395,501,243,501,
monitorimage010_jpg.rf.949555163d63ab442c3d7cd6495abe96,0,33,14,628,14,628,635,33,635,
5281066618_jpg.rf.93efa1d1c44b8fe5edea728b51f30c03,0,251,58,453,58,453,382,251,382,
curvedimage040_jpg.rf.90eafc2715dfd2cb72ec1cafbee1d7b1,0,239,354,387,354,387,479,239,479,
blurredimage007_jpg.rf.90416e9b089b537d1bd9769c66127297,0,274,324,444,324,444,442,274,442,
glareimage022_jpg.rf.953613981c244fc8472fe5be3827730a,0,120,154,413,154,413,450,120,450,
IMG_20220604_153549_jpg.rf.91f61603d6c633dd3eb14ecb74c332a0,0,246,329,261,329,261,345,246,345,
4693287145_jpg.rf.927ceb8400472bac516270423168ded3,0,441,122,500,122,500,165,441,165,
closeimage019_jpg.rf.9370e31fbc428db9bbc9e2bb4d03a4f7,0,40,69,600,69,600,512,40,512,
IMG_20220602_160103_jpg.rf.91f71801fc251ad18919f233f146d4bd,0,180,464,300,464,300,557,180,557,
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,0,121,145,271,145,271,260,121,260,
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,1,384,164,534,164,534,274,384,274,
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,0,42,91,246,91,246,325,42,325,
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,1,351,234,582,234,582,557,351,557,
5333320531_jpg.rf.95a89d430faca4fa27c601894eac65ff,0,251,120,427,120,427,364,251,364,
5333320531_jpg.rf.95a89d430faca4fa27c601894eac65ff,1,117,506,177,506,177,605,117,605,
5230035431_jpg.rf.9570b808e79d1f8ef3e2a43c6249c261,0,319,450,470,450,470,640,319,640,
blurredimage022_jpg.rf.978eff8c88fd00bf30ebfdd4268bd0fe,0,36,157,585,157,585,563,36,563,
4903055926_jpg.rf.976258844ef9ff1e1336a76616617483,0,174,90,565,90,565,558,174,558,
IMG_20220602_171859_jpg.rf.96169233b763330aceabfd2ecec3bec4,0,299,253,354,253,354,297,299,297,
IMG_20220602_171859_jpg.rf.96169233b763330aceabfd2ecec3bec4,1,288,426,345,426,345,475,288,475,
5133137038_jpg.rf.95d1ba77abcac40f2e50fba862d7d1bf,0,314,322,388,322,388,434,314,434,
3629532795_jpg.rf.95a7682fbcc054d04d9df1f7f62ff947,0,219,130,272,130,272,219,219,219,
4220_W4swLLUnB_jpg.rf.980d394b74d15969e10f9682df2211e6,0,88,128,520,128,520,512,88,512,
4672030917_jpg.rf.968a7ff382570fb5d5e8a87e5412ed2c,0,270,378,415,378,415,460,270,460,
blurredimage010_jpg.rf.9820c08960c727008cc6249e79eaada4,0,285,291,329,291,329,357,285,357,
4973968503_jpg.rf.9912a60000d9af3f5abeda9d9b393986,0,221,189,360,189,360,295,221,295,
monitorimage005_jpg.rf.9884f116b269acaea73809036dd4d02e,0,14,29,604,29,604,614,14,614,
bright_spotsimage024_jpg.rf.95e2bdf88b5060aa414db1e9822524d8,0,129,244,322,244,322,389,129,389,
bright_spotsimage024_jpg.rf.95e2bdf88b5060aa414db1e9822524d8,1,385,363,500,363,500,457,385,457,
bright_spotsimage024_jpg.rf.95e2bdf88b5060aa414db1e9822524d8,2,433,255,537,255,537,338,433,338,
5085559548_jpg.rf.99bb291ffbf93d39cb1aa61ab21e2ce6,0,313,451,398,451,398,529,313,529,
0531389687_jpg.rf.9848e6766d3480731372acaed3ffc7d0,0,313,72,425,72,425,221,313,221,
5301073148_jpg.rf.996ed9b47a42bae1cccd873b3bf9a259,0,139,342,218,342,218,442,139,442,
3752627101_jpg.rf.99f5f64468f4c0f7f7a89c3ab6f577a9,0,389,321,424,321,424,369,389,369,
glareimage006_jpg.rf.990ac8f8960757b055cef7bc3d386ce7,0,270,237,429,237,429,362,270,362,
0459198815_jpg.rf.975d793c4737fffe32083e41835a163e,0,285,295,389,295,389,443,285,443,
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,0,242,9,387,9,387,129,242,129,
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,1,245,515,385,515,385,631,245,631,
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,2,243,261,387,261,387,381,243,381,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,0,602,206,640,206,640,230,602,230,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,1,0,601,59,601,59,639,0,639,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,2,139,581,227,581,227,640,139,640,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,3,532,39,572,39,572,54,532,54,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,4,411,579,502,579,502,640,411,640,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,5,459,99,504,99,504,119,459,119,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,6,360,64,403,64,403,83,360,83,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,7,273,435,353,435,353,495,273,495,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,8,420,259,479,259,479,277,420,277,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,9,513,202,566,202,566,231,513,231,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,10,20,355,91,355,91,403,20,403,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,11,519,71,561,71,561,90,519,90,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,12,233,337,301,337,301,378,233,378,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,13,475,356,561,356,561,397,475,397,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,14,202,53,243,53,243,72,202,72,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,15,254,85,304,85,304,104,254,104,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,16,207,85,251,85,251,106,207,106,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,17,606,104,640,104,640,124,606,124,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,18,123,334,191,334,191,380,123,380,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,19,12,39,60,39,60,59,12,59,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,20,341,326,411,326,411,366,341,366,
perspectiveimage003_jpg.rf.986431a51552b5f8a71493c9e5b0f3ff,0,247,245,371,245,371,419,247,419,
bright_spotsimage005_jpg.rf.98be676b46dc22d26ab2c22432efa472,0,160,291,310,291,310,406,160,406,
bright_spotsimage005_jpg.rf.98be676b46dc22d26ab2c22432efa472,1,362,377,451,377,451,447,362,447,
bright_spotsimage005_jpg.rf.98be676b46dc22d26ab2c22432efa472,2,390,291,470,291,470,355,390,355,
5214754924_jpg.rf.95ab72606a112e147a0a6cb304bc106d,0,196,286,342,286,342,391,196,391,
2957746157_jpg.rf.9a3d93f18dc86e0b31f2f34361201c33,0,202,236,283,236,283,344,202,344,
2236454973_jpg.rf.9899602fa77cd6bd54362d0145120fc9,0,192,241,435,241,435,386,192,386,
2236454973_jpg.rf.9899602fa77cd6bd54362d0145120fc9,1,442,530,478,530,478,558,442,558,
glareimage011_jpg.rf.9a5183122fcd8d620f96bdbb79748d22,0,288,354,421,354,421,467,288,467,
4534_W4vVKpWjB_jpg.rf.9a5e9310d13dfc76ea3d791b026f28b2,0,271,253,396,253,396,341,271,341,
IMG_20220530_165347_jpg.rf.9ad28838ef7b939586bb16b68ec41238,0,361,305,379,305,379,319,361,319,
1114_U73QTJ2kC_jpg.rf.9becfdad07f4be4af46eb0fcd0f79b46,0,187,329,384,329,384,502,187,502,
4033668545_jpg.rf.9b4bcb96abb90261150bdaa097f22141,0,191,354,308,354,308,441,191,441,
4566380516_jpg.rf.9ac148df3a707d47791ffa47b1c8ea3d,0,460,72,572,72,572,232,460,232,
3003504900_jpg.rf.9b51feed660fd243830b0b480dafc138,0,502,336,534,336,534,377,502,377,
IMG_20220601_164416_jpg.rf.9d1de5fe20f09c17af683892c2973917,0,292,375,326,375,326,410,292,410,
nominalimage012_jpg.rf.9c5f7eb482e52c863a5bac1e2d56956b,0,189,149,388,149,388,395,189,395,
perspectiveimage020_jpg.rf.9d40358161e928bccff15eb369fcd610,0,210,206,390,206,390,452,210,452,
curvedimage027_jpg.rf.9e3500e4cf02a3ff62ee37db31ab598d,0,280,346,384,346,384,427,280,427,
2158502279_jpg.rf.9e70594fb3943fd515ce353584fe6b62,0,278,7,337,7,337,98,278,98,
2514394480_jpg.rf.9cda901a7550010f4f4780474e38a755,0,395,345,468,345,468,443,395,443,
5269546299_jpg.rf.9dc807945f7e4c96c96a0af18a016278,0,317,220,495,220,495,488,317,488,
glareimage036_jpg.rf.9cf548b582bcc3976e09866c68ab328e,0,69,86,506,86,506,563,69,563,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,0,478,87,601,87,601,274,478,274,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,1,299,364,416,364,416,530,299,530,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,2,256,61,387,61,387,219,256,219,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,3,489,375,620,375,620,560,489,560,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,4,52,380,173,380,173,572,52,572,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,5,58,101,186,101,186,292,58,292,
5142874923_jpg.rf.9f4224e14513fcb61a6272b602a53817,0,429,416,444,416,444,440,429,440,
2126492335_jpg.rf.9eab4f7dc336503a284ed6c04d6947b0,0,36,2,640,2,640,640,36,640,
1028_U7VgcEASC_jpg.rf.9b91c1019ee01c838baf2ff4a457e8dc,0,205,298,412,298,412,477,205,477,
5049124149_jpg.rf.9f049e4adacb76a4f2f238807cfec312,0,119,291,286,291,286,578,119,578,
5049124149_jpg.rf.9f049e4adacb76a4f2f238807cfec312,1,466,223,583,223,583,482,466,482,
4510428194_jpg.rf.a064424d18f3725280b7270179af00e1,0,343,83,424,83,424,194,343,194,
IMG_20220601_164630_jpg.rf.a0689bf2c957e194d5821e799a3c3944,0,327,343,368,343,368,375,327,375,
4439298094_jpg.rf.9ec71e87c65dc89ef5c8c94d8fa7adf4,0,250,264,365,264,365,408,250,408,
4058130706_jpg.rf.a0c9ea247726520fcc2a21b956188cf1,0,205,98,390,98,390,351,205,351,
4443372421_jpg.rf.a06960c9c0f32bef7e439fe16218c1e5,0,576,181,612,181,612,341,576,341,
