image_id,qr_index,x0,y0,x1,y1,x2,y2,x3,y3,content
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,2,126,336,212,336,212,442,126,442,Dan Burzynski <contax@phrenetic.org>
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,3,306,361,395,361,395,469,306,469,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,4,229,393,321,393,321,508,229,508,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,5,147,429,241,429,241,549,147,549,
v2VCard-BasicWikipedia_png_jpg.rf.0518f90d0bcfe70a5d2806c3ab045d22,0,265,27,598,27,598,249,265,249,
v2VCard-BasicWikipedia_png_jpg.rf.0518f90d0bcfe70a5d2806c3ab045d22,1,340,285,612,285,612,593,340,593,
curvedimage002_png_jpg.rf.051391ee5b5ad9611c8cc6ce47dd70a5,0,239,207,409,207,409,469,239,469,
pathologicalimage018_png_jpg.rf.0b75037765a4ac2e496b0c47480f83d2,0,25,94,615,94,615,615,25,615,
5333302839_jpg.rf.05cd0205056b1174b1207e793ddc07b7,0,68,70,161,70,161,182,68,182,http://bit.ly/gL9rZb?r=qr
IMG_20220601_163158_jpg.rf.0662aaf63947b59e060cd8fc86e27eff,0,216,0,259,0,259,21,216,21,
3518681490_jpg.rf.07608a49d6c4d47e78902fc342257d57,0,262,236,366,236,366,396,262,396,
3950841244_jpg.rf.07e088834d13d199fe2980656f4ceec8,0,412,321,472,321,472,441,412,441,
nominalimage005_jpg.rf.0ba726665cc30b7c45205f226de3c798,0,154,156,490,156,490,605,154,605,"{""lastNode"":""OAK5"",""cids"":{""pkey"":""171227103636638907587520201AZ""}}"
monitorimage001_jpg.rf.09f0849c68dfc76342631366a712225e,0,0,0,628,0,628,636,0,636,4376471154038
2595337520_jpg.rf.0a69f7593fdb8c5e36010f5790288061,,,,,,,,,,
5164857092_jpg.rf.0ae8d2f7d8826455fc2188d15f7460ca,,,,,,,,,,
5240560535_jpg.rf.056d99d3609f86f1fd3078ba8d43e8e4,0,469,527,546,527,546,587,469,587,
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,0,145,260,329,260,329,404,145,404,
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,1,450,274,538,274,538,343,450,343,Version 1 QR
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,2,401,379,506,379,506,460,401,460,Version 2 QR Code Test Image
glareimage019_jpg.rf.0b108cf498358a7ad4c93726d39f28b7,0,121,259,445,259,445,548,121,548,
2973699715_jpg.rf.0a21c2b1ec67852ed9ef548954c15cac,0,519,67,568,67,568,152,519,152,
2973699715_jpg.rf.0a21c2b1ec67852ed9ef548954c15cac,1,181,235,459,235,459,475,181,475,
1168_U7CcC7U2C_jpg.rf.0bdc29dd96d55ead3903d6bb421c84df,0,218,297,423,297,423,483,218,483,http://www.lubes.id/197/U7CcC7U2C
5089690982_jpg.rf.05a364b6eecbd093d33b58bb43be4013,0,346,374,599,374,599,590,346,590,
5089690982_jpg.rf.05a364b6eecbd093d33b58bb43be4013,1,28,489,261,489,261,603,28,603,
2593483966_jpg.rf.0b492d7bb148a346421981607542d18f,0,116,338,474,338,474,640,116,640,
monitorimage015_jpg.rf.0a2ae6fa215ede603997b733b6a65822,0,40,41,604,41,604,571,40,571,This is a computer generated QR Code
glareimage025_jpg.rf.0807a9eb3cdba8ce4ab398a868f66cd1,0,13,185,177,185,177,400,13,400,
4905458230_jpg.rf.0c42c405aafa290c119950838834e40f,0,469,288,497,288,497,303,469,303,
4905458230_jpg.rf.0c42c405aafa290c119950838834e40f,1,170,389,209,389,209,452,170,452,
blurredimage036_jpg.rf.08ffa1d4468f8aa88e6d35d3330cf372,0,87,90,566,90,566,590,87,590,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,0,330,219,441,219,441,288,330,288,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,1,428,278,573,278,573,378,428,378,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,2,114,300,403,300,403,516,114,516,
perspectiveimage030_jpg.rf.0d235b6d766c26d0356efb5c6fad0c65,0,279,234,348,234,348,360,279,360,
perspectiveimage024_jpg.rf.0e932a5d8c3ca56221d5819521dd9f7c,0,161,116,381,116,381,453,161,453,
4340205893_jpg.rf.0d93acb5204e9592f55d044cfd14e8f1,0,299,458,392,458,392,565,299,565,
4755868280_jpg.rf.0efd7095747a6f81bfd4cd8b62064483,0,360,329,516,329,516,532,360,532,
4969805147_jpg.rf.0e4d578db9e83aac30b085118f91abc6,0,383,251,429,251,429,290,383,290,
monitorimage011_jpg.rf.0ddf72230e58b149bee31c0013ff20d2,0,19,7,618,7,618,622,19,622,This is a computer generated QR Code
4933303845_jpg.rf.10881c5699a7e7e53443179e34c7afa4,0,505,349,577,349,577,451,505,451,2420008539
noncompliantimage008_jpg.rf.115f2e1d60ba58fe2b10cad276f90f35,0,113,82,622,82,622,542,113,542,http://www.radians.com/sizing_charts/
5327274374_jpg.rf.11419a455c178bcec20f7fdd4f5ce4a9,,,,,,,,,,
4547847651_jpg.rf.0fdad6705cd321c5f2e1949f5c1d5338,0,425,530,515,530,515,593,425,593,http://www.moleskine.com/catalogue/passions/
high_versionimage020_jpg.rf.0e101816eb6a1e94b1d2e3c23eade90c,0,400,325,420,325,420,359,400,359,
2728694652_jpg.rf.0dc9f12c4dfc1773a87ba64667be4b3e,0,193,434,255,434,255,514,193,514,
high_versionimage026_jpg.rf.10cd0419dd3ffa298b76f39b56fc9d03,0,0,0,640,0,640,640,0,640,
high_versionimage003_jpg.rf.119d500255d22c072f08461a0dc07362,0,346,332,371,332,371,348,346,348,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,0,110,184,314,184,314,351,110,351,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,1,450,197,552,197,552,278,450,278,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,2,397,319,515,319,515,409,397,409,
2237317562_jpg.rf.100c94e81b0266bb59e3bd7e2a6fd3e6,0,49,149,227,149,227,305,49,305,www.tagmore.com/esmadrid
1297_U7SFimW5C_jpg.rf.10996f9a5ff82917ea03715ca30cb186,0,210,288,411,288,411,465,210,465,http://www.lubes.id/197/U7SFimW5C
0158059823_jpg.rf.11a3d4155939ee8ba295534dbd67bac3,0,251,219,413,219,413,431,251,431,
2644241344_jpg.rf.0cc9569ee36800e082881661ad0076ba,0,314,18,333,18,333,34,314,34,
2860081481_jpg.rf.127b604c6b33fe201df4f140ba613137,0,309,215,420,215,420,361,309,361,http://oskast.is/
4451626429_jpg.rf.13c99f2d60a43cfadedd48874447ad9a,0,174,253,275,253,275,437,174,437,
IMG_20220529_153644_jpg.rf.0e6ae6943b2596b276ca057e238718a6,,,,,,,,,,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,0,186,137,633,137,633,424,186,424,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,1,276,341,433,341,433,496,276,496,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,0,457,102,548,102,548,229,457,229,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,1,37,201,138,201,138,324,37,324,
IMG_20220601_162852_jpg.rf.1202129bf7ef70f23b51b38999ad893a,,,,,,,,,,
4072456545_jpg.rf.138c43f69aa5566a17a052339c9cf0e3,0,146,224,472,224,472,489,146,489,HTTP://QRABLE.MOBI/LHR/CM/1
nominalimage051_jpg.rf.140168310f313f44e55cd2c4cac99692,0,205,287,436,287,436,496,205,496,http://goo.gl/ErBxV
3863034429_jpg.rf.14b25dcaebdfb1c06991b828960863ec,0,121,278,457,278,457,550,121,550,
5023713525_jpg.rf.11bb42b4c6ad3a743cd51f4d1006b8af,0,219,15,425,15,425,279,219,279,http://www.georgefox.edu/offices/murdock/LibraryInfo/mlrcrooms.html
5086551262_jpg.rf.16121ed4302ae162089a781f7d99c1b8,,,,,,,,,,
damagedimage035_jpg.rf.0de9b3bc6a552d920547135dbdfcb643,0,269,190,366,190,366,345,269,345,
4353977850_jpg.rf.1635315a3069ef8adc6c814601d5c9db,0,0,387,219,387,219,640,0,640,
v2Email_png_jpg.rf.161e42529f801777df0e5d66ed52b14f,0,25,94,615,94,615,615,25,615,
3931_W4NMtvViB_jpg.rf.14b80c51eb9c20e12632a73dc3340c35,0,183,164,445,164,445,431,183,431,http://lubes.id/191/W4NMtvViB
2810496945_jpg.rf.14597b64e81557eb6f2fac9a78101429,0,539,413,585,413,585,447,539,447,
pathologicalimage019_png_jpg.rf.12aed4a3cd74446c61f21868dbba7c19,0,0,0,640,0,640,640,0,640,
2961181695_jpg.rf.14a0f65c7f07ed43da61eea61e622a72,0,173,441,255,441,255,545,173,545,
2961181695_jpg.rf.14a0f65c7f07ed43da61eea61e622a72,1,374,442,447,442,447,525,374,525,
perspectiveimage002_jpg.rf.178c71be1e21e8d8604d78d3c5c656d7,0,205,213,422,213,422,491,205,491,TEST 10 CM
damagedimage020_jpg.rf.166267c3ca6c8d401ff5ed51978abc89,0,126,209,500,209,500,640,126,640,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,0,430,262,583,262,583,383,430,383,Version 1 QR
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,1,0,265,198,265,198,453,0,453,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,2,344,447,526,447,526,595,344,595,Version 2 QR Code Test Image
4890601028_jpg.rf.11e5854e53bd0441575608bad687aa9f,0,158,208,326,208,326,420,158,420,http://m.aakb.dk
IMG_20220602_160457_jpg.rf.14a35a9487de298cf53d7520bf1505a0,0,220,135,492,135,492,385,220,385,https://www.cjfashion.com/?utm_source=anuncio&utm_medium=revista&utm_campaign=20220411_anuncio_veja_nacional
1073_U7zz1gn3C_jpg.rf.15642a0606aa60e52bc1b0c7d3605349,0,71,32,591,32,591,515,71,515,
4297035406_jpg.rf.183f84151fc92d0206b56e17d0fedc2a,0,333,276,630,276,630,505,333,505,http://labanex.mobi/
IMG_20220602_172106_jpg.rf.18072f4bcbe8197579d69f75d0f1ae48,0,368,341,459,341,459,415,368,415,
3360042676_jpg.rf.1901651c3532115ea3430fc00b1205dd,0,118,180,342,180,342,450,118,450,URL:http://www.cityofmanor.org/smartcode/smartcode5
3413103472_jpg.rf.147ca16448a2aa327cafe7a3e7f5b9ef,0,304,255,406,255,406,362,304,362,
2502688432_jpg.rf.156935991247f555c48972a39bfa55cc,0,319,65,474,65,474,171,319,171,
4001018841_jpg.rf.1944855c3fe21a3f2e8ea01d5dead34a,0,114,34,451,34,451,505,114,505,
curvedimage047_jpg.rf.196eb6daa443961efd84f082122db388,0,60,51,577,51,577,546,60,546,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10
2755677855_jpg.rf.1956164b833d27ec3ca5a18aeaacf0fb,0,333,276,382,276,382,338,333,338,http://wezm.net/qr
3973937357_jpg.rf.184e0ac2c3489706ce9357af795647cf,0,382,257,528,257,528,389,382,389,http://semapedia.org/v/Volkswagen_Scirocco/fr
curvedimage042_jpg.rf.1977718ad196776fad50a9f169dbea99,0,278,331,413,331,413,444,278,444,
1712_U73QTJ2kC_jpg.rf.19841ec55f3aef4e59f8219caa707db5,0,221,259,455,259,455,508,221,508,
nominalimage057_jpg.rf.18b1df0639305aee0aaad33e23c652db,0,95,185,498,185,498,505,95,505,
4406850206_jpg.rf.17e278a2848a74970da73e786226a14b,0,268,204,309,204,309,273,268,273,
4598979686_jpg.rf.1996fbc1657cc30336ecdb9b38934d1d,0,21,0,640,0,640,613,21,613,TEL:+4992815939305
3964900069_jpg.rf.8fe5636d1b7a3fd08d624cd2e6f2addb,0,438,0,640,0,640,265,438,265,
nominalimage021_jpg.rf.8f37210d3593c241b3a56c3635373e32,0,355,75,458,75,458,227,355,227,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,0,142,80,286,80,286,195,142,195,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,1,383,88,453,88,453,164,383,164,Version 1 QR
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,0,233,261,360,261,360,367,233,367,www.tagmore.com/esmadrid
3256202185_jpg.rf.8ffb3137e6b582c532a25645f0c87de8,0,197,214,467,214,467,389,197,389,
4541365690_jpg.rf.91ad7e2d78b1fa8bc5fbdda15f35bd97,0,355,351,413,351,413,396,355,396,
damagedimage027_jpg.rf.8ff8a9365a5275632c6dff4492a848bb,0,301,410,365,410,365,476,301,476,
4353596623_jpg.rf.905e2c2529764c21e953e6fba918080f,0,518,367,542,367,542,382,518,382,
brightnessimage021_jpg.rf.9128e2973197b70934e1fdc8bb76836d,0,0,101,114,101,114,338,0,338,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,0,231,160,481,160,481,349,231,349,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,1,440,399,540,399,540,489,440,489,Version 1 QR
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,2,245,406,376,406,376,512,245,512,Version 2 QR Code Test Image
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,0,129,248,322,248,322,407,129,407,
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,1,392,367,502,367,502,453,392,453,
perspectiveimage006_jpg.rf.928d7aebf0029bc48f138f0cca56893b,0,240,229,354,229,354,390,240,390,
2124956651_jpg.rf.90382de84bbc5de247b7dc2230056505,0,328,446,384,446,384,534,328,534,
4498124087_jpg.rf.92f7fd542c50c9651ef236e8a60704b9,0,225,281,413,281,413,519,225,519,"thanks for pulling out your phone just to read this! if i am not around, please feel free to email me at mailto:dret@berkeley.edu."
monitorimage010_jpg.rf.949555163d63ab442c3d7cd6495abe96,0,16,0,633,0,633,640,16,640,This is a computer generated QR Code
5281066618_jpg.rf.93efa1d1c44b8fe5edea728b51f30c03,0,245,65,426,65,426,393,245,393,
curvedimage040_jpg.rf.90eafc2715dfd2cb72ec1cafbee1d7b1,0,240,358,376,358,376,481,240,481,
blurredimage007_jpg.rf.90416e9b089b537d1bd9769c66127297,0,275,326,438,326,438,447,275,447,https://www.surveymonkey.com/s/TheClubatLAS_T3
glareimage022_jpg.rf.953613981c244fc8472fe5be3827730a,0,119,170,390,170,390,315,119,315,
IMG_20220604_153549_jpg.rf.91f61603d6c633dd3eb14ecb74c332a0,0,460,294,493,294,493,347,460,347,
4693287145_jpg.rf.927ceb8400472bac516270423168ded3,,,,,,,,,,
closeimage019_jpg.rf.9370e31fbc428db9bbc9e2bb4d03a4f7,0,20,54,622,54,622,531,20,531,VERSION 2 8CM
IMG_20220602_160103_jpg.rf.91f71801fc251ad18919f233f146d4bd,0,172,454,308,454,308,568,172,568,
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,0,115,132,274,132,274,266,115,266,http://bit.ly/SqSe
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,1,376,151,541,151,541,284,376,284,http://bit.ly/iTyW
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,0,65,94,234,94,234,293,65,293,http://www.boschautoparts.com/qr/icon.aspx
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,1,372,240,567,240,567,501,372,501,
5333320531_jpg.rf.95a89d430faca4fa27c601894eac65ff,0,150,18,527,18,527,468,150,468,
5230035431_jpg.rf.9570b808e79d1f8ef3e2a43c6249c261,0,324,384,444,384,444,622,324,622,
blurredimage022_jpg.rf.978eff8c88fd00bf30ebfdd4268bd0fe,0,0,84,640,84,640,555,0,555,Version 1 QR
4903055926_jpg.rf.976258844ef9ff1e1336a76616617483,0,133,71,607,71,607,603,133,603,http://www.icmobil.com/QRs/?id=unknown
IMG_20220602_171859_jpg.rf.96169233b763330aceabfd2ecec3bec4,,,,,,,,,,
5133137038_jpg.rf.95d1ba77abcac40f2e50fba862d7d1bf,0,305,312,397,312,397,443,305,443,
3629532795_jpg.rf.95a7682fbcc054d04d9df1f7f62ff947,0,218,120,297,120,297,219,218,219,
4220_W4swLLUnB_jpg.rf.980d394b74d15969e10f9682df2211e6,0,81,120,350,120,350,428,81,428,
4672030917_jpg.rf.968a7ff382570fb5d5e8a87e5412ed2c,0,220,314,496,314,496,522,220,522,
blurredimage010_jpg.rf.9820c08960c727008cc6249e79eaada4,0,384,166,485,166,485,315,384,315,
4973968503_jpg.rf.9912a60000d9af3f5abeda9d9b393986,0,207,176,372,176,372,309,207,309,http://www.avro.nl/mobieleprogrammering
monitorimage005_jpg.rf.9884f116b269acaea73809036dd4d02e,0,144,25,626,25,626,640,144,640,
bright_spotsimage024_jpg.rf.95e2bdf88b5060aa414db1e9822524d8,0,129,248,322,248,322,400,129,400,
bright_spotsimage024_jpg.rf.95e2bdf88b5060aa414db1e9822524d8,1,392,367,520,367,520,452,392,452,
5085559548_jpg.rf.99bb291ffbf93d39cb1aa61ab21e2ce6,0,303,442,406,442,406,539,303,539,http://qrc.me/yvvkz
0531389687_jpg.rf.9848e6766d3480731372acaed3ffc7d0,0,294,36,464,36,464,295,294,295,
5301073148_jpg.rf.996ed9b47a42bae1cccd873b3bf9a259,0,130,333,227,333,227,451,130,451,http://bby.us/?c=BB014009774384
3752627101_jpg.rf.99f5f64468f4c0f7f7a89c3ab6f577a9,0,376,305,425,305,425,384,376,384,T0892A
glareimage006_jpg.rf.990ac8f8960757b055cef7bc3d386ce7,0,269,236,429,236,429,362,269,362,
0459198815_jpg.rf.975d793c4737fffe32083e41835a163e,0,273,283,401,283,401,454,273,454,http://semapedia.org/v/Lower_East_Side
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,0,229,0,402,0,402,143,229,143,http://semapedia.org/v/2010_eruptions_of_Eyjafjallaj%C3%B6kull
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,1,234,247,401,247,401,395,234,395,http://m.youtube.com/watch?v=rVGA9KFVOk0
4866456958_jpg.rf.991e673c0b6245c3ddc176ace68a1be0,2,231,500,400,500,400,640,231,640,http://bit.ly/d5TSAA
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,0,118,329,196,329,196,384,118,384,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,1,408,585,485,585,485,640,408,640,
3027815370_jpg.rf.98ffe0b50e48c337d63e09d059bb8caa,2,130,586,223,586,223,640,130,640,
perspectiveimage003_jpg.rf.986431a51552b5f8a71493c9e5b0f3ff,0,204,198,418,198,418,475,204,475,TEST 10 CM
bright_spotsimage005_jpg.rf.98be676b46dc22d26ab2c22432efa472,0,388,286,476,286,476,364,388,364,
5214754924_jpg.rf.95ab72606a112e147a0a6cb304bc106d,0,184,274,354,274,354,402,184,402,
2957746157_jpg.rf.9a3d93f18dc86e0b31f2f34361201c33,0,193,226,294,226,294,354,193,354,HTTP://TMORE.MOBI/2
2236454973_jpg.rf.9899602fa77cd6bd54362d0145120fc9,0,192,201,432,201,432,334,192,334,
glareimage011_jpg.rf.9a5183122fcd8d620f96bdbb79748d22,0,288,354,415,354,415,458,288,458,
4534_W4vVKpWjB_jpg.rf.9a5e9310d13dfc76ea3d791b026f28b2,0,266,248,400,248,400,348,266,348,http://lubes.id/191/W4vVKpWjB
IMG_20220530_165347_jpg.rf.9ad28838ef7b939586bb16b68ec41238,,,,,,,,,,
1114_U73QTJ2kC_jpg.rf.9becfdad07f4be4af46eb0fcd0f79b46,0,146,291,407,291,407,493,146,493,http://www.lubes.id/197/U73QTJ2kC
4033668545_jpg.rf.9b4bcb96abb90261150bdaa097f22141,0,180,342,320,342,320,452,180,452,http://berliner-sparkasse.de/qr.php?ctp=eaa9f408bcd55492eca608b4bd521e2e
4566380516_jpg.rf.9ac148df3a707d47791ffa47b1c8ea3d,0,349,0,640,0,640,347,349,347,http://scancode.mobi/code/2d_code.cfm?id=78
3003504900_jpg.rf.9b51feed660fd243830b0b480dafc138,0,493,303,534,303,534,376,493,376,
IMG_20220601_164416_jpg.rf.9d1de5fe20f09c17af683892c2973917,0,0,0,140,0,140,132,0,132,
IMG_20220601_164416_jpg.rf.9d1de5fe20f09c17af683892c2973917,1,300,47,325,47,325,59,300,59,
nominalimage012_jpg.rf.9c5f7eb482e52c863a5bac1e2d56956b,0,225,196,382,196,382,385,225,385,http://www.lonelyplanet.com/
perspectiveimage020_jpg.rf.9d40358161e928bccff15eb369fcd610,0,229,232,373,232,373,449,229,449,TEST 10 CM
curvedimage027_jpg.rf.9e3500e4cf02a3ff62ee37db31ab598d,0,268,358,372,358,372,418,268,418,
2158502279_jpg.rf.9e70594fb3943fd515ce353584fe6b62,,,,,,,,,,
2514394480_jpg.rf.9cda901a7550010f4f4780474e38a755,0,385,336,477,336,477,453,385,453,http://vmf.tigtags.com/qr/879/3y9PEIgTA7E
5269546299_jpg.rf.9dc807945f7e4c96c96a0af18a016278,0,249,223,494,223,494,489,249,489,
glareimage036_jpg.rf.9cf548b582bcc3976e09866c68ab328e,0,105,136,491,136,491,544,105,544,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,0,242,48,401,48,401,233,242,233,
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,1,71,92,181,92,181,274,71,274,http://geoloqi.com/
4663818296_jpg.rf.9ec2e54b4863be9edd045ba7fdd36c69,2,300,354,421,354,421,525,300,525,http://geoloqi.com/
5142874923_jpg.rf.9f4224e14513fcb61a6272b602a53817,,,,,,,,,,
2126492335_jpg.rf.9eab4f7dc336503a284ed6c04d6947b0,0,349,28,599,28,599,290,349,290,
1028_U7VgcEASC_jpg.rf.9b91c1019ee01c838baf2ff4a457e8dc,0,214,305,399,305,399,505,214,505,
5049124149_jpg.rf.9f049e4adacb76a4f2f238807cfec312,0,423,135,640,135,640,551,423,551,
5049124149_jpg.rf.9f049e4adacb76a4f2f238807cfec312,1,86,267,302,267,302,607,86,607,
4510428194_jpg.rf.a064424d18f3725280b7270179af00e1,0,306,47,457,47,457,273,306,273,http://jasmac.co.jp/i/
IMG_20220601_164630_jpg.rf.a0689bf2c957e194d5821e799a3c3944,0,327,343,368,343,368,374,327,374,
4439298094_jpg.rf.9ec71e87c65dc89ef5c8c94d8fa7adf4,0,221,213,363,213,363,425,221,425,
4058130706_jpg.rf.a0c9ea247726520fcc2a21b956188cf1,0,186,80,404,80,404,367,186,367,Nuno Canas Pereira (A+)
4443372421_jpg.rf.a06960c9c0f32bef7e439fe16218c1e5,0,161,195,175,195,175,221,161,221,
brightnessimage002_jpg.rf.a088cbe01f13457d4c357c698597f145,0,403,261,506,261,506,338,403,338,Version 1 QR
brightnessimage002_jpg.rf.a088cbe01f13457d4c357c698597f145,1,123,264,307,264,307,408,123,408,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
brightnessimage002_jpg.rf.a088cbe01f13457d4c357c698597f145,2,377,381,495,381,495,475,377,475,Version 2 QR Code Test Image
3950055651_jpg.rf.9fadf8dd0ed817ffdb71de53ae746e7e,0,249,150,494,150,494,443,249,443,URL:http://www.cityofmanor.org/smartcodes/23.html
4502664813_jpg.rf.9e33db1cde7c01bd34eb30841da8577d,0,316,30,640,30,640,582,316,582,http://dret.net/stackoverflow
blurredimage038_jpg.rf.a1582fe5c76125044ee3145cf9b0b6d2,0,24,52,590,52,590,580,24,580,
glareimage008_jpg.rf.a2b1fe9784ea12fcc49886d51c66dcd2,0,211,279,431,279,431,499,211,499,http://www.boschautoparts.com/qr/icon.aspx
5327276642_jpg.rf.a11e58b1db6a4a720a3bef30f24dc32f,0,300,295,416,295,416,388,300,388,
damagedimage024_jpg.rf.a2333694f5200a5384187839db90eced,0,153,101,594,101,594,553,153,553,
4888055156_jpg.rf.a32aa7759a2b05b3dc150d29c05cf4e5,0,147,112,496,112,496,587,147,587,http://www.chocolategraphicsus.com/
nominalimage011_jpg.rf.a3c33f7383508c06b250b08865b93c21,0,93,221,271,221,271,458,93,458,
2513894097_jpg.rf.a3a07f238c70da6359799dce28f5484e,0,87,469,200,469,200,607,87,607,
5292342280_jpg.rf.a105bd754986ab0f5c03e2fbabed2df6,0,211,504,246,504,246,521,211,521,
2825381166_jpg.rf.a4e521fb986c46d9f8ce5552f7dc4a50,0,263,175,314,175,314,237,263,237,
4352836095_jpg.rf.a2143e8be28cd241c1de9dec2ad3da5c,0,246,154,436,154,436,445,246,445,
glareimage018_jpg.rf.a508c46af47f3cdfb90d68744ced9df0,0,166,340,406,340,406,527,166,527,http://uqr.me/acgovdehvehicles
